rank,distance_metric,placement_mode,placement_semantics,candidate_source,time_bucket,time_seconds,coordinates,lat,lon,nearest_building_dist_m,newly_covered_buildings,newly_covered_people_est
1,euclidean,exact,exact_point,buildings,5min,300,"31.758230,34.997475",31.758230415670727,34.997475130174664,0.0,10,70
2,euclidean,exact,exact_point,buildings,5min,300,"31.744042,34.976521",31.744041971123657,34.97652122324634,0.0,9,63
3,euclidean,exact,exact_point,network_nodes,5min,300,"31.756202,34.991847",31.756201900681823,34.99184659947651,51.04,6,42
4,euclidean,exact,exact_point,buildings,5min,300,"31.733035,34.954304",31.73303464433595,34.954304130279375,0.0,4,28
5,euclidean,exact,exact_point,buildings,5min,300,"31.726769,34.978231",31.726769209999528,34.97823055014615,0.0,4,28
6,euclidean,exact,exact_point,buildings,5min,300,"31.761454,34.994302",31.761453835209778,34.994301829788924,0.0,3,21
7,euclidean,exact,exact_point,buildings,5min,300,"31.762931,35.015497",31.762930606856617,35.01549699557728,0.0,2,14
8,euclidean,exact,exact_point,buildings,5min,300,"31.720691,34.997008",31.720691368715727,34.997008326719794,0.0,2,14
9,euclidean,exact,exact_point,buildings,5min,300,"31.738792,34.955291",31.738791528392483,34.95529134311434,0.0,2,14
10,euclidean,exact,exact_point,buildings,5min,300,"31.754017,34.996821",31.754016667001448,34.99682109792677,0.0,2,14
11,euclidean,exact,exact_point,buildings,5min,300,"31.736683,34.998180",31.736683079165715,34.998179680580364,0.0,2,14
12,euclidean,exact,exact_point,buildings,5min,300,"31.756336,35.007595",31.756335816459583,35.00759451758836,0.0,1,7
13,euclidean,exact,exact_point,buildings,5min,300,"31.744507,34.978583",31.744506826794513,34.97858262433568,0.0,1,7
14,euclidean,exact,exact_point,buildings,5min,300,"31.740590,34.991492",31.740589637205346,34.99149160806674,0.0,1,7
15,euclidean,exact,exact_point,buildings,5min,300,"31.728639,34.985848",31.72863914811369,34.98584811269481,0.0,1,7
16,euclidean,exact,exact_point,buildings,5min,300,"31.759172,35.019733",31.759172287078982,35.01973253164501,0.0,1,7
17,euclidean,exact,exact_point,buildings,5min,300,"31.759676,35.014877",31.759675898699427,35.014876597204804,0.0,1,7
18,euclidean,exact,exact_point,buildings,5min,300,"31.760808,35.009239",31.76080760938614,35.00923914384087,0.0,1,7
19,euclidean,exact,exact_point,buildings,5min,300,"31.718799,35.001741",31.718798681393643,35.00174064724772,0.0,1,7
20,euclidean,exact,exact_point,buildings,5min,300,"31.734422,34.969793",31.73442208207732,34.96979269282454,0.0,1,7
21,euclidean,exact,exact_point,buildings,5min,300,"31.696946,34.954560",31.696945644375944,34.954560289815625,0.0,1,7
22,euclidean,exact,exact_point,buildings,5min,300,"31.732635,34.958045",31.732635076270398,34.95804511711778,0.0,1,7
