rank,distance_metric,placement_mode,placement_semantics,candidate_source,time_bucket,time_seconds,coordinates,lat,lon,nearest_building_dist_m,newly_covered_buildings,newly_covered_people_est
1,graph,cluster,area_center,cluster_candidates,5min,300,"31.742720,34.977014",31.74271976301625,34.97701391655037,8.07,42,294
2,graph,cluster,area_center,cluster_candidates,5min,300,"31.736841,34.983664",31.73684144771693,34.98366362009583,6.23,36,252
3,graph,cluster,area_center,cluster_candidates,5min,300,"31.714053,34.984448",31.714052615997996,34.98444786352863,23.57,37,259
4,graph,cluster,area_center,cluster_candidates,5min,300,"31.744288,34.978169",31.744288221851413,34.978169124285806,19.23,32,224
5,graph,cluster,area_center,cluster_candidates,5min,300,"31.748237,34.988206",31.748236989370405,34.988206227533674,9.08,41,287
6,graph,cluster,area_center,cluster_candidates,5min,300,"31.717187,34.990713",31.717186947741663,34.99071265886964,25.13,28,196
7,graph,cluster,area_center,cluster_candidates,5min,300,"31.738745,34.978343",31.738745256117202,34.9783433873043,19.13,38,266
8,graph,cluster,area_center,cluster_candidates,5min,300,"31.738497,34.984923",31.738497348156475,34.98492303453612,20.36,31,217
9,graph,cluster,area_center,cluster_candidates,5min,300,"31.752535,34.981115",31.75253460943781,34.981114877601954,12.63,45,315
10,graph,cluster,area_center,cluster_candidates,5min,300,"31.739195,34.986805",31.73919465729964,34.986805064286486,7.24,33,231
11,graph,cluster,area_center,cluster_candidates,5min,300,"31.749814,34.996131",31.749813817504478,34.99613104100022,12.19,42,294
12,graph,cluster,area_center,cluster_candidates,5min,300,"31.741487,34.978630",31.74148705289972,34.978630404864866,10.44,37,259
13,graph,cluster,area_center,cluster_candidates,5min,300,"31.753893,34.987471",31.75389320426357,34.98747080560309,5.58,41,287
14,graph,cluster,area_center,cluster_candidates,5min,300,"31.716526,35.001026",31.716526190507537,35.00102608701699,11.06,22,154
15,graph,cluster,area_center,cluster_candidates,5min,300,"31.740651,34.992030",31.740651117855673,34.99203024862462,27.92,33,231
16,graph,cluster,area_center,cluster_candidates,5min,300,"31.704080,34.977787",31.704079961966382,34.977787088052416,12.56,29,203
17,graph,cluster,area_center,cluster_candidates,5min,300,"31.708870,34.980509",31.70886961148053,34.98050930037744,17.55,18,126
18,graph,cluster,area_center,cluster_candidates,5min,300,"31.721679,34.978816",31.721678770960374,34.97881552561514,29.5,16,112
19,graph,cluster,area_center,cluster_candidates,5min,300,"31.737537,34.948802",31.737536876918327,34.94880183778812,23.57,12,84
20,graph,cluster,area_center,cluster_candidates,5min,300,"31.755682,34.993267",31.75568217552795,34.99326714009426,31.77,22,154
21,graph,cluster,area_center,cluster_candidates,5min,300,"31.754222,34.989525",31.75422189309545,34.98952545817139,6.89,50,350
22,graph,cluster,area_center,cluster_candidates,5min,300,"31.738342,34.979645",31.73834188801232,34.97964501539895,8.98,31,217
23,graph,cluster,area_center,cluster_candidates,5min,300,"31.701597,34.987359",31.70159698946106,34.987359042030796,19.58,14,98
24,graph,cluster,area_center,cluster_candidates,5min,300,"31.707909,34.997714",31.707909091152114,34.99771422433522,34.94,35,245
25,graph,cluster,area_center,cluster_candidates,5min,300,"31.743419,34.975677",31.74341895997258,34.97567713037184,3.59,45,315
26,graph,cluster,area_center,cluster_candidates,5min,300,"31.747981,34.979965",31.747981134504414,34.979965429352816,13.83,38,266
27,graph,cluster,area_center,cluster_candidates,5min,300,"31.705347,34.980353",31.705346879661498,34.98035329237899,13.62,27,189
28,graph,cluster,area_center,cluster_candidates,5min,300,"31.747957,34.985198",31.747957322498987,34.98519813939419,9.19,40,280
29,graph,cluster,area_center,cluster_candidates,5min,300,"31.701018,34.993461",31.701018214953468,34.99346066103504,27.92,20,140
30,graph,cluster,area_center,cluster_candidates,5min,300,"31.737747,34.994645",31.737747235754824,34.99464486732103,17.0,30,210
