rank,distance_metric,placement_mode,placement_semantics,candidate_source,time_bucket,time_seconds,coordinates,lat,lon,nearest_building_dist_m,newly_covered_buildings,newly_covered_people_est
1,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.738190,34.949482",31.738189507897573,34.94948236492858,0.0,36,252
2,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.750221,34.995965",31.750221177854545,34.9959648289186,16.82,41,287
3,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.709953,34.994437",31.70995264378033,34.99443743718617,17.11,24,168
4,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.706520,34.992169",31.706520449152503,34.992168548456696,25.8,19,133
5,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.738697,34.993092",31.73869748388492,34.993092410864136,25.04,25,175
6,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.742080,34.987820",31.74207964175958,34.987819981378564,21.66,24,168
7,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.707037,34.983073",31.707037147141627,34.98307287962888,33.64,24,168
8,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.725409,34.995894",31.725409154343367,34.995894481845326,27.0,13,91
9,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.719264,34.985456",31.71926363769015,34.98545624741175,55.82,12,84
10,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.745064,34.999241",31.745064082539244,34.99924089900626,37.3,18,126
11,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.701688,34.995038",31.70168757570103,34.99503783330075,36.14,12,84
12,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.705768,34.973276",31.705767746089457,34.97327648759844,29.67,10,70
13,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.700453,34.971163",31.70045325597553,34.971163386339555,23.84,6,42
